index,id,levels,lat,lon
514,27705815,8,55.7575542,37.6562187
515,27705815,8,55.7581377,37.6562125
516,27705815,8,55.7583949,37.6562098
517,27705815,8,55.7583922,37.6554182
518,27705815,8,55.7582919,37.6554192
519,27705815,8,55.758294,37.6560225
520,27705815,8,55.758137,37.6560241
521,27705815,8,55.7575535,37.6560303
522,27705815,8,55.7573864,37.656032
523,27705815,8,55.7573844,37.6554433
524,27705815,8,55.7572839,37.6554443
525,27730136,8,55.72922,37.675224
526,27730136,8,55.7287799,37.6760729
527,27730136,8,55.7287094,37.6759577
528,27730136,8,55.7291496,37.6751089
529,27730136,8,55.72922,37.675224
530,27752791,6,55.7332562,37.6980092
531,27752791,6,55.733464,37.6971511
532,27752791,6,55.7330642,37.6968458
533,27752791,6,55.7328564,37.6977038
534,27752791,6,55.7332562,37.6980092
535,28226874,4,55.7622331,37.6579231
536,28226874,4,55.7626199,37.6577215
537,28226874,4,55.7626706,37.6580288
538,28226874,4,55.7626585,37.6580351
539,28226874,4,55.7626789,37.6581585
540,28226874,4,55.7628362,37.6580765
541,28226874,4,55.7627277,37.6574187
542,28226874,4,55.7620813,37.6577555
543,28226874,4,55.7621188,37.6579827
544,28226874,4,55.7622331,37.6579231
545,28226925,12,55.7611687,37.6599815
546,28226925,12,55.7611726,37.6595917
547,28226925,12,55.7613387,37.6596004
548,28226925,12,55.7613332,37.6599197
549,28226925,12,55.7613171,37.6599403
550,28226925,12,55.7612816,37.659943
551,28226925,12,55.76128,37.6599837
552,28226925,12,55.7611687,37.6599815
553,28226980,2,55.7634988,37.6534009
554,28226980,2,55.7638492,37.654124
555,28226980,2,55.7638672,37.6540965
556,28226980,2,55.7639454,37.6542579
557,28226980,2,55.7639947,37.6541824
558,28226980,2,55.7640089,37.6542118
559,28226980,2,55.7640353,37.6541714
560,28226980,2,55.7641183,37.6543427
561,28226980,2,55.7639416,37.6546132
562,28226980,2,55.7638079,37.6543374
563,28226980,2,55.7637714,37.654262
564,28226980,2,55.7635648,37.6545782
565,28226980,2,55.7632092,37.6538443
566,28226980,2,55.7634988,37.6534009
567,28258915,6,55.7569811,37.6571993
568,28258915,6,55.7569915,37.6570208
569,28258915,6,55.7568015,37.6569857
570,28258915,6,55.7567831,37.6569345
571,28258915,6,55.7567875,37.6568593
572,28258915,6,55.7567039,37.6568331
573,28258915,6,55.7566813,37.6570976
574,28258915,6,55.7568246,37.6571424
575,28258915,6,55.7568234,37.6571631
576,28258915,6,55.7569811,37.6571993
577,28449961,10,55.778628,37.7047476
578,28449961,10,55.7786446,37.7045653
579,28449961,10,55.7786625,37.7043691
580,28449961,10,55.7780484,37.7041923
581,28449961,10,55.7779877,37.7048579
582,28449961,10,55.7781979,37.7049184
583,28449961,10,55.778217,37.704709
584,28449961,10,55.778116,37.7046799
585,28449961,10,55.7781347,37.7044742
586,28449961,10,55.7784521,37.7045656
587,28449961,10,55.7784882,37.704576
588,28449961,10,55.7784766,37.7047039
589,28449961,10,55.778628,37.7047476
590,28450053,12,55.7706016,37.6916094
591,28450053,12,55.7708588,37.6910655
592,28450053,12,55.7709986,37.6908421
593,28450053,12,55.7710639,37.6909644
594,28450053,12,55.7710977,37.6909102
595,28450053,12,55.7711162,37.6909421
596,28450053,12,55.7711441,37.6909937
597,28450053,12,55.7711508,37.6910046
598,28450053,12,55.771117,37.6910647
599,28450053,12,55.7712281,37.6912793
600,28450053,12,55.7713391,37.6911677
601,28450053,12,55.7714038,37.6912911
602,28450053,12,55.7713391,37.6914853
603,28450053,12,55.7715835,37.6919436
604,28450053,12,55.7716206,37.6918881
605,28450053,12,55.7716667,37.6919685
606,28450053,12,55.7716303,37.6920323
607,28450053,12,55.7718412,37.6924294
608,28450053,12,55.7719571,37.6923093
609,28450053,12,55.7720198,37.692438
610,28450053,12,55.7719378,37.6926268
611,28450053,12,55.772073,37.6928672
612,28450053,12,55.7721212,37.6928157
613,28450053,12,55.7721645,37.6928939
614,28450053,12,55.7721309,37.6929787
615,28450053,12,55.7722542,37.693218
616,28450053,12,55.7723599,37.6930883
617,28450053,12,55.7725014,37.6933524
618,28450053,12,55.7723304,37.6937634
619,28450053,12,55.7719876,37.6931339
620,28450053,12,55.771728,37.6930462
621,28450053,12,55.7710685,37.6918059
622,28450053,12,55.7709646,37.6918481
623,28450053,12,55.7708638,37.6918459
624,28450053,12,55.7707615,37.6917998
625,28450053,12,55.7706685,37.6917117
626,28450053,12,55.7706016,37.6916094
627,28522830,5,55.7630287,37.7296179
628,28522830,5,55.7630723,37.7297764
629,28522830,5,55.7623629,37.7303936
630,28522830,5,55.7623193,37.7302352
631,28522830,5,55.7630287,37.7296179
632,28748557,6,55.7691921,37.6905184
633,28748557,6,55.7692219,37.6904695
634,28748557,6,55.7692594,37.6904079
635,28748557,6,55.7693139,37.6903186
636,28748557,6,55.769271,37.6902359
637,28748557,6,55.7693769,37.6900625
638,28748557,6,55.7692571,37.6898315
639,28748557,6,55.7691168,37.6900614
640,28748557,6,55.7690362,37.689906
641,28748557,6,55.7691885,37.6896564
642,28748557,6,55.7690569,37.6894026
643,28748557,6,55.7690001,37.6894956
644,28748557,6,55.7686713,37.6888616
645,28748557,6,55.7685659,37.6890344
646,28748557,6,55.7684052,37.6887246
647,28748557,6,55.7683276,37.6888518
648,28748557,6,55.7687637,37.6896926
649,28748557,6,55.7691921,37.6905184
650,28855725,2,55.7594932,37.6840982
651,28855725,2,55.7595116,37.6842273
652,28855725,2,55.759276,37.6843448
653,28855725,2,55.7592386,37.6840939
654,28855725,2,55.759475,37.6839827
655,28855725,2,55.7594932,37.6840982
656,28995875,12,55.7354159,37.698888
657,28995875,12,55.7353134,37.6993161
658,28995875,12,55.7351853,37.6992194
659,28995875,12,55.7351945,37.6991811
660,28995875,12,55.7351468,37.699145
661,28995875,12,55.7351674,37.6990593
662,28995875,12,55.7349787,37.6989168
663,28995875,12,55.7350295,37.6987046
664,28995875,12,55.7352171,37.6988462
665,28995875,12,55.735239,37.6987545
666,28995875,12,55.7354159,37.698888
667,28995879,12,55.7349092,37.6988075
668,28995879,12,55.7348562,37.6990128
669,28995879,12,55.7346167,37.6988444
670,28995879,12,55.7346649,37.6986249
671,28995879,12,55.7349092,37.6988075
672,28995890,3,55.7349044,37.7015475
673,28995890,3,55.7354365,37.7009475
674,28995890,3,55.7354582,37.7009623
675,28995890,3,55.7354557,37.7010178
676,28995890,3,55.7354477,37.701089
677,28995890,3,55.7354142,37.7011607
678,28995890,3,55.7354682,37.7012963
679,28995890,3,55.7355184,37.7014225
680,28995890,3,55.7355454,37.7014049
681,28995890,3,55.7355663,37.7013976
682,28995890,3,55.7355771,37.7014043
683,28995890,3,55.7356058,37.701436
684,28995890,3,55.7356199,37.7014737
685,28995890,3,55.7356211,37.7015202
686,28995890,3,55.7356188,37.7015432
687,28995890,3,55.7356065,37.7015783
688,28995890,3,55.7355905,37.7016014
689,28995890,3,55.735602,37.7016385
690,28995890,3,55.7356024,37.701657
691,28995890,3,55.7354873,37.7021493
692,28995890,3,55.7354735,37.7021778
693,28995890,3,55.7354578,37.7021978
694,28995890,3,55.735433,37.7022135
695,28995890,3,55.7354103,37.7022135
696,28995890,3,55.7352496,37.7021052
697,28995890,3,55.7352493,37.7020787
698,28995890,3,55.7352557,37.7020627
699,28995890,3,55.7352175,37.7019678
700,28995890,3,55.7352801,37.7018904
701,28995890,3,55.7352293,37.7017581
702,28995890,3,55.7352675,37.7017089
703,28995890,3,55.735223,37.7015931
704,28995890,3,55.735179,37.7014784
705,28995890,3,55.7349868,37.7017515
